"StrategyName"	"UD_EffectsL"	"UD_EffectsQ"	"UD_Costs"	"D_EffectsL"	"D_EffectsQ"	"D_Costs"	"ICER_L"	"ICER_Q"
"45_65_4"	7996315.10257045	7965646.16231244	144350400	1937083.81307818	1935882.2041056	9417918.45	"SD"	"SD"
"45_65_5"	7995298.31002709	7965251.45204076	133916800	1937049.49198493	1935873.33567637	8641240.81	"ED"	"ED"
"45_65_10"	7991172.98493858	7963415.87349651	114889400	1936912.2653176	1935821.30893601	7201045.88	"7125.358"	"17415.544"
"45_70_1"	8004393.25869465	7967505.73537454	353454900	1937315.95536301	1935859.06939761	22927994.59	"SD"	"SD"
"45_70_5"	7996772.17479491	7965883.44242467	141812000	1937076.92343357	1935883.44830189	8934438.89	"11354.892"	"30190.198"
"45_75_1"	8006140.48153191	7967918.87579317	396182000	1937345.57606041	1935860.58939681	24181433.34	"SD"	"SD"
"45_75_2"	8003290.76112225	7968086.46658834	239764900	1937260.22809164	1935914.09240423	14709839.26	"SD"	"SD"
"45_75_3"	8001048.70184137	7967500.2329479	188703300	1937191.08940808	1935911.90150505	11598177	"SD"	"SD"
"45_75_5"	7997656.18696311	7966232.00450877	149080400	1937090.72769407	1935887.84960394	9141957.61	"ED"	"ED"
"45_75_6"	7995758.83176952	7965392.79491198	139903600	1937033.14678892	1935865.72953667	8562544.38	"ED"	"ED"
"45_75_10"	7992348.51318847	7963906.77462145	121714700	1936930.86166035	1935827.98411198	7404678.62	"ED"	"ED"
"45_80_1"	8007430.33841966	7968166.30323705	432410100	1937364.29876257	1935860.92521479	25020346.55	"SD"	"SD"
"45_80_5"	7998277.85656973	7966462.49731208	154971600	1937099.02269602	1935890.30774052	9275727.85	"ED"	"SD"
"45_80_7"	7995521.73998136	7965294.6960179	136922900	1937014.7849932	1935860.07729721	8228863.64	"10025.566"	"26511.767"
"45_85_1"	8008095.49080434	7968196.59442939	460603600	1937372.70259972	1935859.76476727	25526722.26	"SD"	"SD"
"45_85_2"	8004809.34012612	7968492.55909028	270340600	1937280.79857556	1935917.23648279	15345814.4	"SD"	"SD"
"45_85_4"	7999981.61868463	7967056.26136953	177878300	1937143.87676862	1935901.08387022	10351251.71	"SD"	"SD"
"45_85_5"	7998522.55698065	7966525.14451754	159944900	1937101.83624186	1935890.74907504	9359223.99	"ED"	"SD"
"45_85_8"	7993963.32426441	7964547.46815942	134768900	1936970.36891779	1935841.20464231	7959507.76	"ED"	"ED"
"45_85_10"	7992664.51854779	7964002.25130111	126543300	1936934.4838523	1935828.77687716	7487730.5	"ED"	"ED"
"45_90_1"	8008340.30413401	7968130.82809422	478149900	1937375.25804216	1935858.41050569	25774852.24	"SD"	"SD"
"45_90_3"	8002378.67607208	7967871.19306326	213107000	1937208.55501469	1935915.19238145	12066255.59	"SD"	"SD"
"45_90_5"	7998597.87634802	7966530.25720122	162641600	1937102.56124531	1935890.69988496	9394465.07	"ED"	"SD"
"45_90_9"	7993781.60303733	7964504.37654588	130794000	1936961.24466963	1935839.65930492	7696529.29	"ED"	"ED"
"45_95_1"	8008378.4643671	7968059.57321077	486822400	1937375.60729319	1935857.5934372	25870588.14	"SD"	"SD"
"45_95_2"	8005024.67844289	7968464.82324866	282595100	1937282.94668353	1935916.58670057	15504083.22	"SD"	"SD"
"45_95_5"	7998603.38550689	7966519.90978066	163851800	1937102.60734403	1935890.59464792	9406470.01	"ED"	"SD"
"45_95_10"	7992674.9445881	7963993.38732127	127800000	1936934.57221391	1935828.68293606	7500270.49	"ED"	"SD"
"45_100_1"	8008378.4643671	7968037.72221077	489019500	1937375.60729319	1935857.4011308	25889928.38	"SD"	"SD"
"45_100_5"	7998603.38550689	7966519.90978066	163851800	1937102.60734403	1935890.59464792	9406470.01	"ED"	"SD"
"50_55_1"	7988617.86004052	7961797.73504748	152067000	1936835.45002487	1935755.70155974	10040490.67	"SD"	"SD"
"50_55_5"	7987183.32795421	7961536.13400432	107838500	1936783.36252693	1935765.13550407	6585251.04	"SD"	"SD"
"50_60_1"	7993064.86355243	7963466.28480343	202997200	1936958.42756049	1935783.86180355	13162214.67	"SD"	"SD"
"50_60_2"	7992156.06234136	7963571.20919789	147982700	1936927.8054449	1935807.36836826	9336489.72	"SD"	"SD"
"50_60_5"	7989812.25618044	7962737.17711744	116248600	1936852.12651238	1935793.1602043	7099473.39	"SD"	"SD"
"50_60_10"	7987802.55409436	7961846.1930744	106626900	1936788.83394832	1935769.55962397	6398247.32	"ED"	"ED"
"50_65_1"	7996468.05108891	7964631.60757167	252062300	1937036.97297906	1935797.89510394	15520211.26	"SD"	"SD"
"50_65_3"	7993578.7499488	7964287.04600161	144674400	1936949.44640856	1935822.89747799	8790794.53	"SD"	"SD"
"50_65_5"	7991828.91940553	7963634.98072998	124281400	1936895.23118476	1935809.86487729	7484167.71	"SD"	"SD"
"50_70_1"	7999346.09098714	7965563.19652078	298574400	1937095.0680825	1935808.23958236	17268338.49	"SD"	"SD"
"50_70_2"	7997476.40509356	7965703.785574	192943200	1937041.54587658	1935842.3344146	11277747.97	"SD"	"SD"
"50_70_4"	7994364.1297383	7964688.72789637	142094200	1936952.65230986	1935828.71436934	8354855.66	"SD"	"SD"
"50_70_5"	7993302.78417334	7964266.97111389	132176600	1936922.6626334	1935819.97750281	7777365.79	"SD"	"SD"
"50_70_10"	7989761.18570758	7962716.89988101	113974800	1936824.75697041	1935783.74997991	6683975.23	"ED"	"ED"
"50_75_1"	8001093.3138244	7965976.33693942	341301500	1937124.6887799	1935809.75958156	18521777.24	"SD"	"SD"
"50_75_5"	7994186.79634154	7964615.53319798	139445000	1936936.4668939	1935824.37880486	7984884.51	"SD"	"SD"
"50_80_1"	8002383.17071216	7966223.76438329	377529600	1937143.41148206	1935810.09539954	19360690.45	"SD"	"SD"
"50_80_2"	8000097.57208708	7966581.62707076	230119400	1937082.5816896	1935851.78705061	12262580.12	"SD"	"SD"
"50_80_3"	7997751.33686104	7965911.36145774	182156200	1937021.96110657	1935845.72688219	9937924.51	"SD"	"SD"
"50_80_5"	7994808.46594817	7964846.0260013	145336200	1936944.76189586	1935826.83694144	8118654.75	"SD"	"SD"
